"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk","boundary"
"1","race",0.802040192993007,1.57385473492986,2.51661751261922,1.14003295572362,1.64557851171887,0.858626877420922,0.783979221617074,"county"
"2","income",1.08011829422471,0.902779323665397,1.20996319242143,1.03021634337613,0.957463521321089,1.02778759183191,0.93957484793642,"county"
"3","race",0.83740569206284,1.48887439257473,1.99405603847662,1.11123289806072,1.60714187386228,0.868952747722147,0.815981024647401,"zc"
"4","income",1.1118812485514,1.03100292684334,1.12195102137308,1.050007692666,1.02850797346936,1.05719945967501,0.917194793710667,"zc"
"5","race",0.872510668870415,1.34066935437748,2.20926927062006,1.21100441748574,1.51450667262772,0.858162925120288,0.827782252883845,"usgs"
"6","income",1.12268427877522,1.00427203081636,1.12138620945222,1.03214627632688,1.04604579141766,1.0924136204985,0.917762235131419,"usgs"
"7","race",0.927711704184149,1.45981306830551,2.0420014819392,1.10739651394185,1.6664188573929,0.815107978362464,0.786970884353221,"epic"
"8","income",1.19501437447706,0.993652716054263,0.975303165504959,1.0361119387239,1.02812226396576,0.97180198638998,0.926184308140817,"epic"
"9","race",0.892784447575655,1.53711664812753,2.120279384054,1.13077599454777,1.65259864641973,0.851282707019601,0.808449883600263,"hm"
"10","income",1.17475072171706,1.01199974036839,1.09408104917551,1.03411970251194,1.02317182312563,1.04857197274331,0.927251775218991,"hm"
