"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk","boundary"
"1","race",0.825565666739592,0.842163585055395,1.29017669507287,0.966057654497308,1.62844851630511,1.07457255937176,0.863519872386691,"county"
"2","income",1.29206545342666,0.848584691877937,0.900229071026196,1.03246528768458,0.917144525501073,1.02337694538611,0.93436292660948,"county"
"3","race",0.812950332675581,0.840374892722679,1.37245656903465,0.953420511350672,1.5954584489938,1.1092761784915,0.92470533506145,"zc"
"4","income",1.32004762127116,0.84476381100013,0.915339928325787,1.04057906306255,0.934144541949508,1.17408010480276,0.960097086660664,"zc"
"5","race",1.27305775012179,1.01899828709108,1.29337004755773,1.08191556859555,1.26764626237011,1.10372923872967,0.947043649083307,"usgs"
"6","income",1.39492598038549,0.764937783859601,0.719128929460702,1.02093289858536,0.935130126805387,1.24298940056844,0.964830962254501,"usgs"
"7","race",0.824220792258311,0.911164332793448,1.30267464149783,0.963266242038027,1.69908551995728,1.11920051259401,0.871807588617077,"epic"
"8","income",1.31211267598307,0.878721758499869,0.915777541358789,1.03174234113383,0.948489741661398,1.1029706299908,0.976689618826308,"epic"
"9","race",0.754799880606762,0.868224666360624,1.53676593382584,0.965467414548487,1.66197691961911,1.17402056819988,0.948961559237813,"hm"
"10","income",1.24637285389279,0.830841381672095,0.79812201927894,1.02071788637516,0.933500024404648,1.19505268262245,0.964568066004101,"hm"
