"","risk_type","hb_rel_risk","lcr_rel_risk","pfas_rel_risk","dbp_rel_risk","tcr_rel_risk","ars_rel_risk","nitrate_rel_risk","boundary"
"1","race",0.791014075010845,1.62593221399525,2.87477738776562,1.1971973003997,1.64781395773832,0.797178420146196,0.762286023083884,"county"
"2","income",1.0149789325011,0.914136225382288,1.28366088045912,1.02960760050366,0.971325415612585,1.02957247790001,0.941344768072986,"county"
"3","race",0.834890267589376,1.5206953345355,2.23560379876936,1.16453836235572,1.61234741067826,0.8016253756886,0.788638740158054,"zc"
"4","income",1.05768074646075,1.04924019355131,1.18826277215202,1.05323217118322,1.06034470941589,1.01766781515282,0.905421029221276,"zc"
"5","race",0.826731461609826,1.3565125893251,2.45766868491499,1.23447063704921,1.57708191437467,0.81415702691755,0.81011485488036,"usgs"
"6","income",1.08867093387123,1.01801536023954,1.20699659891105,1.03450341616339,1.07182871666007,1.06442069735701,0.91090744157494,"usgs"
"7","race",0.951755284142959,1.46051587101398,2.34532088045806,1.15453886233446,1.64856643215953,0.729423155454056,0.763250620434852,"epic"
"8","income",1.15632978734297,0.99317698777559,0.99103709511065,1.03706161801725,1.05303611407518,0.930468452151852,0.911317293742792,"epic"
"9","race",0.926305847816213,1.54648192587637,2.36985516470832,1.18391572149869,1.6446612715388,0.764119808313955,0.771434174342168,"hm"
"10","income",1.14980366263919,1.01121302171957,1.19290725977332,1.03784902473895,1.04963634215389,1.00706052735112,0.917107060644972,"hm"
