pwsid,nitrate
AK2110106,.2345526315789474
AK2110110,.0924545454545455
AK2110318,.46115
AK2110342,.1655892857142857
AK2110449,.495551724137931
AK2110520,0
AK2110562,1.275
AK2110601,.2762916666666667
AK2110643,.0076923076923077
AK2110855,0
AK2111275,.0100071428571429
AK2111465,.0119166666666667
AK2111470,.0072666666666667
AK2111476,0
AK2111513,.08604
AK2111523,.2158333333333333
AK2111526,.1684615384615385
AK2111555,.08525
AK2111561,.1396666666666667
AK2111564,.024034
AK2111566,.0131666669622064
AK2113560,.0573307692307692
AK2119205,.0391307692307692
AK2120012,.0199999995529652
AK2120020,.0386363640427589
AK2120127,0
AK2120143,.1516428589820862
AK2120169,0
AK2120193,.0065294117666781
AK2120216,.0148
AK2120224,.0659499987959862
AK2120232,.0214000009000301
AK2120436,.0106
AK2120541,0
AK2120567,.0152857142857143
AK2120575,.0982909053564072
AK2120591,.0099090905860066
AK2120606,.0163846146315336
AK2120729,.031
AK2120737,.0224285714285714
AK2120779,.033
AK2121026,.0306
AK2121034,9.857142448425293
AK2121076,.0218235310167074
AK2121093,.0118888888888889
AK2121123,.0247777777777778
AK2121131,.044125
AK2121463,.0231428574770689
AK2121467,.0370000004768372
AK2121474,.0396250002086163
AK2121485,.0419999994337559
AK2121501,.0346666686236858
AK2121502,0
AK2121510,0
AK2121516,.0498000010848045
AK2130017,0
AK2130067,0
AK2130075,.03775
AK2130083,0
AK2130122,.09375
AK2130148,.2571428418159485
AK2130156,.0878571420907974
AK2130164,.0315
AK2130172,.068
AK2130198,.2376923076923077
AK2130229,.9190909090909091
AK2130342,.0143333338201046
AK2130596,.0157142857142857
AK2131148,.2509999871253967
AK2133333,0
AK2210299,.178
AK2210312,.3877777777777778
AK2210320,.0209375005215406
AK2210338,.3031666666666667
AK2210346,3.9895
AK2210354,.3877777777777778
AK2210396,.2563333333333334
AK2210401,9.399999618530273
AK2210419,.0085714285714286
AK2210435,.0285
AK2210451,.0103529412299395
AK2210485,.0324
AK2210540,.0118749998509884
AK2210566,.0188333333333333
AK2210574,.0260645161290323
AK2210605,.7358333333333333
AK2210639,.71
AK2210689,.1005
AK2210697,3.442777777777778
AK2210702,0
AK2210778,2.2375
AK2210794,.5185714285714286
AK2210891,0
AK2210906,.2167770700636942
AK2211025,.1518888888888889
AK2211033,.1821666666666667
AK2211059,.2225833333333334
AK2211075,.0084615384615385
AK2211091,.0065294117666781
AK2211114,.0465294122695923
AK2211122,0
AK2211130,.1480833333333333
AK2211164,.0336666666666667
AK2211198,0
AK2211229,.0568
AK2211279,0
AK2211376,.6644166666666667
AK2211431,4.821428571428572
AK2211473,1.814615384615385
AK2211562,.0558333333333333
AK2211619,.0428571428571429
AK2211643,.2711
AK2211669,1.304166666666667
AK2211677,0
AK2211708,.468888888888889
AK2211724,1.075
AK2211813,.630909090909091
AK2211897,0
AK2211936,.4139999999999999
AK2211952,.1327272727272727
AK2212005,.3338461538461538
AK2212021,.0802413793103448
AK2212039,.2672666666666667
AK2212128,.0075789471156895
AK2212152,.1857272727272727
AK2212267,.2806666666666666
AK2212461,3.501111111111111
AK2212518,1.101176470588235
AK2212623,.0074166666666667
AK2212762,2.905
AK2212819,.0391666665673256
AK2212851,.2294118776470588
AK2212916,.7881818181818182
AK2212924,.0942
AK2212974,3.086250000000001
AK2213019,.0130000002682209
AK2213140,.0603333333333333
AK2213239,1.016857142857143
AK2213297,4.313181818181818
AK2213336,.106
AK2213352,.1751818181818182
AK2213409,.2600833333333333
AK2213425,.0116666666666667
AK2213491,.58125
AK2213514,0
AK2213530,.3959999978542328
AK2213564,0
AK2213598,.0184615384615385
AK2213603,.0095384615384615
AK2213718,.0364
AK2213726,.3445454545454545
AK2213768,3.292173913043478
AK2213792,0
AK2213904,.1264166666666666
AK2213946,.3506666666666667
AK2213954,.34575
AK2213962,1.498125
AK2214007,.126
AK2214023,.039466667920351
AK2214049,.784
AK2214099,1.884615384615385
AK2214104,.02261
AK2214112,0
AK2214138,0
AK2214219,2.079032258064516
AK2214227,.9835294117647058
AK2214277,.2045
AK2214340,0
AK2214471,1.541428571428571
AK2214489,.1005833333333333
AK2214544,.6391666666666667
AK2214609,0
AK2214730,.6309090909090909
AK2214861,.8966669858333334
AK2214968,.141
AK2215362,.0384615384615385
AK2215370,0
AK2215388,.0769230769230769
AK2215401,.5023076923076923
AK2215435,.1126
AK2215443,.41225
AK2215524,2.18
AK2215558,.13025
AK2215566,0
AK2215605,0
AK2215621,0
AK2215663,.5549999999999999
AK2215867,0
AK2215922,0
AK2216198,2.134
AK2216407,.1417
AK2216449,0
AK2216512,.195
AK2216902,0
AK2217259,2.297777777777778
AK2217267,.013454545289278
AK2217576,0
AK2217908,.0404545454545455
AK2218108,.0136249996721745
AK2218425,.9076470588235294
AK2218475,.0086666666666667
AK2218478,0
AK2218516,.1748333333333333
AK2218538,.0646363636363636
AK2218544,.4266666666666666
AK2218551,.0769230769230769
AK2218554,.0149230769230769
AK2218558,.5214285714285715
AK2218579,.0843
AK2218582,.0524444444444444
AK2218593,.103
AK2218630,.1557692307692308
AK2218641,3.476923076923077
AK2218642,.3139090909090909
AK2218651,.6246153846153846
AK2218652,.0159999988973141
AK2218653,.3194166666666666
AK2218662,82.33845520019531
AK2218684,.1330769230769231
AK2218708,.2612727272727273
AK2218731,0
AK2218739,.778
AK2218748,.005050000268966
AK2218753,0
AK2218755,.2160000056028366
AK2218757,.2988888888888889
AK2218760,.3952
AK2218762,.278
AK2218778,0
AK2218781,.1233333333333333
AK2218783,0
AK2218807,6.402999877929688
AK2218810,.2746666669845581
AK2218812,.8038333058357239
AK2218813,.418
AK2218818,1.950000047683716
AK2218819,0
AK2218820,0
AK2218821,0
AK2220020,1.728235294117647
AK2220025,0
AK2220026,.6925
AK2220029,.26
AK2220033,.0099999997764826
AK2220037,.0243333333333333
AK2220038,.9299999999999999
AK2220056,.0559285714285714
AK2220070,0
AK2220073,0
AK2220075,.1933333333333333
AK2220084,.834
AK2220085,.0342666666666667
AK2220086,.03984
AK2220091,.0942
AK2220093,.0111538460478187
AK2220094,.0175833329558372
AK2220095,.8971428571428571
AK2220097,.0938333333333333
AK2220098,.0166153846153846
AK2220100,.7949999999999999
AK2220101,.1547692307692308
AK2220117,.0907272727272727
AK2220118,.0233333334326744
AK2220133,0
AK2220134,.3155384615384615
AK2220135,.1866666666666666
AK2220138,0
AK2220139,.283
AK2220140,.0346875
AK2220141,.0623999983072281
AK2220146,.0389473661780357
AK2220150,.3162222222222222
AK2220151,.0416666666666667
AK2220153,.0280833333333333
AK2220154,.0384499989449978
AK2220159,.3201666666666667
AK2220163,.1504615384615385
AK2220168,0
AK2220169,.836
AK2220170,.129
AK2220173,.0291428565979004
AK2220174,.0123846149072051
AK2220175,.0279
AK2220176,1.397692307692308
AK2220182,.0836
AK2220183,.1425
AK2220185,.0514285714285714
AK2220186,.2744
AK2220187,.0161249991506338
AK2220188,.4109999999999999
AK2220190,.0939000025391579
AK2220198,.0287142861634493
AK2220215,.0645882338285446
AK2220216,.0575
AK2220220,.0075333332642913
AK2220221,.6421428918838501
AK2220230,.2714285714285714
AK2220246,.0196363646537066
AK2220248,0
AK2220251,2.047142744064331
